year,skill_group_category,skill_group_name,isic_section_index,isic_section_name,industry_name,skill_group_penetration_rate
2017,Business Skills,Auditing,B,Mining and quarrying,Mining & Metals,0.00132
2017,Business Skills,Auditing,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.00129
2017,Business Skills,Auditing,C,Manufacturing,Paper & Forest Products,0.00125
2017,Business Skills,Auditing,C,Manufacturing,Electrical & Electronic Manufacturing,0.00116
2017,Business Skills,Auditing,C,Manufacturing,Plastics,0.00109
2017,Business Skills,Auditing,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.00104
2017,Business Skills,Auditing,C,Manufacturing,Machinery,9.80E-04
2017,Business Skills,Auditing,C,Manufacturing,Automotive,8.60E-04
2017,Business Skills,Auditing,J,Information and communication,Telecommunications,8.30E-04
2017,Business Skills,Auditing,J,Information and communication,Information Technology & Services,7.60E-04
2017,Business Skills,Auditing,M,Professional scientific and technical activities,Legal Services,7.40E-04
2017,Business Skills,Auditing,M,Professional scientific and technical activities,Biotechnology,6.00E-04
2017,Business Skills,Auditing,J,Information and communication,Computer Software,5.90E-04
2017,Business Skills,Auditing,M,Professional scientific and technical activities,Environmental Services,5.90E-04
2017,Business Skills,Auditing,C,Manufacturing,Aviation & Aerospace,5.60E-04
2017,Business Skills,Auditing,C,Manufacturing,Renewables & Environment,5.30E-04
2017,Business Skills,Auditing,R,"Arts, entertainment and recreation ",Entertainment,5.00E-04
2017,Business Skills,Auditing,J,Information and communication,Internet,5.00E-04
2017,Business Skills,Auditing,M,Professional scientific and technical activities,Marketing & Advertising,4.20E-04
2017,Business Skills,Auditing,M,Professional scientific and technical activities,Law Practice,4.00E-04
2017,Business Skills,Auditing,J,Information and communication,Semiconductors,3.60E-04
2017,Business Skills,Auditing,J,Information and communication,Broadcast Media,2.90E-04
2017,Business Skills,Auditing,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",2.80E-04
2017,Business Skills,Auditing,C,Manufacturing,Industrial Automation,2.70E-04
2017,Business Skills,Auditing,M,Professional scientific and technical activities,Events Services,2.40E-04
2017,Business Skills,Auditing,M,Professional scientific and technical activities,Design,1.90E-04
2017,Business Skills,Auditing,M,Professional scientific and technical activities,Outsourcing/Offshoring,1.90E-04
2017,Business Skills,Auditing,J,Information and communication,Publishing,1.40E-04
2017,Business Skills,Auditing,M,Professional scientific and technical activities,Research,1.40E-04
2017,Business Skills,Auditing,M,Professional scientific and technical activities,Architecture & Planning,1.30E-04
2017,Business Skills,Auditing,M,Professional scientific and technical activities,Professional Training & Coaching,1.00E-04
2017,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Accounting,0.01976
2017,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Executive Office,0.0029
2017,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Law Practice,0.00241
2017,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Legal Services,0.00148
2017,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Architecture & Planning,0.00139
2017,Business Skills,Bookkeeping,K,Financial and insurance activities,Financial Services,0.00126
2017,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Environmental Services,0.00118
2017,Business Skills,Bookkeeping,C,Manufacturing,Printing,0.00109
2017,Business Skills,Bookkeeping,C,Manufacturing,Automotive,9.80E-04
2017,Business Skills,Bookkeeping,J,Information and communication,Information Technology & Services,9.10E-04
2017,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Outsourcing/Offshoring,8.50E-04
2017,Business Skills,Bookkeeping,C,Manufacturing,Packaging & Containers,8.20E-04
2017,Business Skills,Bookkeeping,C,Manufacturing,Electrical & Electronic Manufacturing,7.90E-04
2017,Business Skills,Bookkeeping,C,Manufacturing,Textiles,7.80E-04
2017,Business Skills,Bookkeeping,K,Financial and insurance activities,Investment Management,7.50E-04
2017,Business Skills,Bookkeeping,C,Manufacturing,Food Production,7.50E-04
2017,Business Skills,Bookkeeping,B,Mining and quarrying,Oil & Energy,7.40E-04
2017,Business Skills,Bookkeeping,J,Information and communication,Computer Software,7.30E-04
2017,Business Skills,Bookkeeping,C,Manufacturing,Machinery,7.00E-04
2017,Business Skills,Bookkeeping,C,Manufacturing,Plastics,6.50E-04
2017,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Design,6.50E-04
2017,Business Skills,Bookkeeping,K,Financial and insurance activities,Venture Capital & Private Equity,6.50E-04
2017,Business Skills,Bookkeeping,C,Manufacturing,Paper & Forest Products,6.30E-04
2017,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,6.20E-04
2017,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Management Consulting,6.10E-04
2017,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Marketing & Advertising,6.10E-04
2017,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Events Services,6.00E-04
2017,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Biotechnology,6.00E-04
2017,Business Skills,Bookkeeping,K,Financial and insurance activities,Insurance,5.80E-04
2017,Business Skills,Bookkeeping,J,Information and communication,Media Production,5.70E-04
2017,Business Skills,Bookkeeping,C,Manufacturing,Industrial Automation,5.40E-04
2017,Business Skills,Bookkeeping,C,Manufacturing,Renewables & Environment,5.30E-04
2017,Business Skills,Bookkeeping,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",5.20E-04
2017,Business Skills,Bookkeeping,J,Information and communication,Internet,3.90E-04
2017,Business Skills,Bookkeeping,B,Mining and quarrying,Mining & Metals,3.90E-04
2017,Business Skills,Bookkeeping,C,Manufacturing,Aviation & Aerospace,3.70E-04
2017,Business Skills,Bookkeeping,J,Information and communication,Semiconductors,3.60E-04
2017,Business Skills,Bookkeeping,C,Manufacturing,Pharmaceuticals,3.40E-04
2017,Business Skills,Bookkeeping,C,Manufacturing,Chemicals,3.40E-04
2017,Business Skills,Bookkeeping,J,Information and communication,Telecommunications,3.10E-04
2017,Business Skills,Bookkeeping,R,"Arts, entertainment and recreation ",Entertainment,3.10E-04
2017,Business Skills,Bookkeeping,M,Professional scientific and technical activities,Research,2.90E-04
2017,Business Skills,Bookkeeping,J,Information and communication,Broadcast Media,1.90E-04
2017,Business Skills,Bookkeeping,R,"Arts, entertainment and recreation ",Music,1.80E-04
2017,Business Skills,Bookkeeping,K,Financial and insurance activities,Banking,1.80E-04
2017,Business Skills,Business Management,K,Financial and insurance activities,Venture Capital & Private Equity,0.07037
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Management Consulting,0.05498
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Executive Office,0.04893
2017,Business Skills,Business Management,C,Manufacturing,Food Production,0.04491
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Professional Training & Coaching,0.04084
2017,Business Skills,Business Management,K,Financial and insurance activities,Insurance,0.04
2017,Business Skills,Business Management,K,Financial and insurance activities,Financial Services,0.03896
2017,Business Skills,Business Management,C,Manufacturing,Packaging & Containers,0.03797
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Information Services,0.03791
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Market Research,0.03669
2017,Business Skills,Business Management,C,Manufacturing,Renewables & Environment,0.03659
2017,Business Skills,Business Management,C,Manufacturing,Chemicals,0.03655
2017,Business Skills,Business Management,K,Financial and insurance activities,Investment Management,0.03653
2017,Business Skills,Business Management,J,Information and communication,Information Technology & Services,0.03583
2017,Business Skills,Business Management,K,Financial and insurance activities,Banking,0.03549
2017,Business Skills,Business Management,J,Information and communication,Telecommunications,0.03487
2017,Business Skills,Business Management,C,Manufacturing,Textiles,0.03449
2017,Business Skills,Business Management,C,Manufacturing,Pharmaceuticals,0.03369
2017,Business Skills,Business Management,C,Manufacturing,Automotive,0.03333
2017,Business Skills,Business Management,K,Financial and insurance activities,Investment Banking,0.03328
2017,Business Skills,Business Management,C,Manufacturing,Plastics,0.03279
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.0327
2017,Business Skills,Business Management,C,Manufacturing,Machinery,0.03249
2017,Business Skills,Business Management,B,Mining and quarrying,Mining & Metals,0.03197
2017,Business Skills,Business Management,C,Manufacturing,Paper & Forest Products,0.03165
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Accounting,0.03157
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.03152
2017,Business Skills,Business Management,C,Manufacturing,Electrical & Electronic Manufacturing,0.03122
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Environmental Services,0.03113
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Events Services,0.03111
2017,Business Skills,Business Management,B,Mining and quarrying,Oil & Energy,0.0297
2017,Business Skills,Business Management,C,Manufacturing,Printing,0.02969
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Marketing & Advertising,0.02874
2017,Business Skills,Business Management,J,Information and communication,Computer Hardware,0.02873
2017,Business Skills,Business Management,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.02835
2017,Business Skills,Business Management,J,Information and communication,Computer Software,0.02749
2017,Business Skills,Business Management,J,Information and communication,Internet,0.0272
2017,Business Skills,Business Management,C,Manufacturing,Industrial Automation,0.02678
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Public Relations & Communications,0.0259
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Legal Services,0.02554
2017,Business Skills,Business Management,C,Manufacturing,Aviation & Aerospace,0.02552
2017,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.02539
2017,Business Skills,Business Management,J,Information and communication,Computer Networking,0.0252
2017,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Sports,0.02423
2017,Business Skills,Business Management,J,Information and communication,Computer & Network Security,0.021
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Biotechnology,0.02089
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Veterinary,0.0203
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Architecture & Planning,0.01913
2017,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Arts & Crafts,0.01904
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Law Practice,0.01832
2017,Business Skills,Business Management,J,Information and communication,Publishing,0.01794
2017,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Entertainment,0.0177
2017,Business Skills,Business Management,J,Information and communication,Semiconductors,0.01685
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Research,0.01653
2017,Business Skills,Business Management,J,Information and communication,Online Media,0.01558
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Translation & Localization,0.01509
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Design,0.01486
2017,Business Skills,Business Management,J,Information and communication,Broadcast Media,0.01445
2017,Business Skills,Business Management,J,Information and communication,Newspapers,0.01313
2017,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Music,0.01238
2017,Business Skills,Business Management,J,Information and communication,Media Production,0.01129
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Photography,0.01128
2017,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Museums & Institutions,0.01086
2017,Business Skills,Business Management,J,Information and communication,Writing & Editing,0.01049
2017,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Performing Arts,0.01038
2017,Business Skills,Business Management,J,Information and communication,Computer Games,0.01034
2017,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Fine Art,0.00894
2017,Business Skills,Business Management,M,Professional scientific and technical activities,Graphic Design,0.00825
2017,Business Skills,Business Management,R,"Arts, entertainment and recreation ",Animation,0.00586
2017,Business Skills,Business Management,J,Information and communication,Motion Pictures & Film,0.00569
2017,Business Skills,Capital Markets,K,Financial and insurance activities,Investment Management,0.07268
2017,Business Skills,Capital Markets,K,Financial and insurance activities,Venture Capital & Private Equity,0.06385
2017,Business Skills,Capital Markets,K,Financial and insurance activities,Investment Banking,0.0527
2017,Business Skills,Capital Markets,K,Financial and insurance activities,Financial Services,0.03439
2017,Business Skills,Capital Markets,K,Financial and insurance activities,Banking,0.03248
2017,Business Skills,Capital Markets,K,Financial and insurance activities,Insurance,0.01172
2017,Business Skills,Capital Markets,M,Professional scientific and technical activities,Accounting,0.0044
2017,Business Skills,Capital Markets,M,Professional scientific and technical activities,Legal Services,0.0034
2017,Business Skills,Capital Markets,M,Professional scientific and technical activities,Management Consulting,0.00303
2017,Business Skills,Capital Markets,M,Professional scientific and technical activities,Law Practice,0.00267
2017,Business Skills,Capital Markets,B,Mining and quarrying,Oil & Energy,0.00179
2017,Business Skills,Capital Markets,J,Information and communication,Information Technology & Services,6.50E-04
2017,Business Skills,Capital Markets,M,Professional scientific and technical activities,Biotechnology,6.00E-04
2017,Business Skills,Capital Markets,J,Information and communication,Semiconductors,5.40E-04
2017,Business Skills,Capital Markets,C,Manufacturing,Renewables & Environment,5.30E-04
2017,Business Skills,Capital Markets,J,Information and communication,Internet,5.00E-04
2017,Business Skills,Capital Markets,B,Mining and quarrying,Mining & Metals,4.70E-04
2017,Business Skills,Capital Markets,C,Manufacturing,Pharmaceuticals,3.90E-04
2017,Business Skills,Capital Markets,C,Manufacturing,Electrical & Electronic Manufacturing,3.70E-04
2017,Business Skills,Capital Markets,C,Manufacturing,Food Production,3.70E-04
2017,Business Skills,Capital Markets,J,Information and communication,Telecommunications,3.10E-04
2017,Business Skills,Capital Markets,J,Information and communication,Computer Software,2.80E-04
2017,Business Skills,Capital Markets,J,Information and communication,Computer & Network Security,2.40E-04
2017,Business Skills,Capital Markets,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,2.20E-04
2017,Business Skills,Capital Markets,C,Manufacturing,Automotive,2.00E-04
2017,Business Skills,Capital Markets,C,Manufacturing,Chemicals,2.00E-04
2017,Business Skills,Capital Markets,M,Professional scientific and technical activities,Marketing & Advertising,1.30E-04
2017,Business Skills,Commercial Banking,K,Financial and insurance activities,Banking,0.0656
2017,Business Skills,Commercial Banking,K,Financial and insurance activities,Financial Services,0.03016
2017,Business Skills,Commercial Banking,K,Financial and insurance activities,Investment Management,0.00339
2017,Business Skills,Commercial Banking,K,Financial and insurance activities,Insurance,8.50E-04
2017,Business Skills,Commercial Banking,K,Financial and insurance activities,Investment Banking,5.50E-04
2017,Business Skills,Commercial Banking,J,Information and communication,Internet,5.00E-04
2017,Business Skills,Commercial Banking,M,Professional scientific and technical activities,Accounting,4.00E-04
2017,Business Skills,Commercial Banking,J,Information and communication,Information Technology & Services,2.50E-04
2017,Business Skills,Commercial Banking,M,Professional scientific and technical activities,Management Consulting,2.50E-04
2017,Business Skills,Compensation & Benefits,K,Financial and insurance activities,Insurance,0.00159
2017,Business Skills,Compensation & Benefits,K,Financial and insurance activities,Financial Services,4.60E-04
2017,Business Skills,Compensation & Benefits,C,Manufacturing,Packaging & Containers,4.10E-04
2017,Business Skills,Compensation & Benefits,J,Information and communication,Information Technology & Services,4.00E-04
2017,Business Skills,Compensation & Benefits,C,Manufacturing,Pharmaceuticals,2.90E-04
2017,Business Skills,Compensation & Benefits,J,Information and communication,Computer Software,2.80E-04
2017,Business Skills,Compensation & Benefits,B,Mining and quarrying,Oil & Energy,2.50E-04
2017,Business Skills,Compensation & Benefits,C,Manufacturing,Machinery,2.10E-04
2017,Business Skills,Compensation & Benefits,C,Manufacturing,Chemicals,2.00E-04
2017,Business Skills,Compensation & Benefits,C,Manufacturing,Automotive,2.00E-04
2017,Business Skills,Compensation & Benefits,C,Manufacturing,Electrical & Electronic Manufacturing,1.90E-04
2017,Business Skills,Compensation & Benefits,C,Manufacturing,Textiles,1.60E-04
2017,Business Skills,Compensation & Benefits,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,1.30E-04
2017,Business Skills,Compensation & Benefits,J,Information and communication,Internet,1.20E-04
2017,Business Skills,Compensation & Benefits,C,Manufacturing,Food Production,1.20E-04
2017,Business Skills,Compensation & Benefits,M,Professional scientific and technical activities,Management Consulting,1.00E-04
2017,Business Skills,Compensation & Benefits,M,Professional scientific and technical activities,Marketing & Advertising,1.00E-04
2017,Business Skills,Competitive Strategies,M,Professional scientific and technical activities,Market Research,0.00218
2017,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Public Relations & Communications,0.04593
2017,Business Skills,Corporate Communications,J,Information and communication,Newspapers,0.00684
2017,Business Skills,Corporate Communications,J,Information and communication,Writing & Editing,0.00466
2017,Business Skills,Corporate Communications,J,Information and communication,Online Media,0.00337
2017,Business Skills,Corporate Communications,J,Information and communication,Publishing,0.00316
2017,Business Skills,Corporate Communications,J,Information and communication,Broadcast Media,0.00299
2017,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Marketing & Advertising,0.00233
2017,Business Skills,Corporate Communications,J,Information and communication,Media Production,0.00228
2017,Business Skills,Corporate Communications,R,"Arts, entertainment and recreation ",Sports,0.00125
2017,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Information Services,9.00E-04
2017,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Research,6.50E-04
2017,Business Skills,Corporate Communications,J,Information and communication,Internet,6.20E-04
2017,Business Skills,Corporate Communications,J,Information and communication,Computer Games,6.10E-04
2017,Business Skills,Corporate Communications,R,"Arts, entertainment and recreation ",Entertainment,5.60E-04
2017,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Management Consulting,5.00E-04
2017,Business Skills,Corporate Communications,K,Financial and insurance activities,Financial Services,4.80E-04
2017,Business Skills,Corporate Communications,C,Manufacturing,Printing,4.40E-04
2017,Business Skills,Corporate Communications,B,Mining and quarrying,Oil & Energy,3.90E-04
2017,Business Skills,Corporate Communications,J,Information and communication,Information Technology & Services,3.70E-04
2017,Business Skills,Corporate Communications,J,Information and communication,Telecommunications,3.70E-04
2017,Business Skills,Corporate Communications,K,Financial and insurance activities,Insurance,3.50E-04
2017,Business Skills,Corporate Communications,K,Financial and insurance activities,Banking,3.00E-04
2017,Business Skills,Corporate Communications,C,Manufacturing,Pharmaceuticals,2.90E-04
2017,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Environmental Services,2.90E-04
2017,Business Skills,Corporate Communications,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",2.80E-04
2017,Business Skills,Corporate Communications,C,Manufacturing,Automotive,2.60E-04
2017,Business Skills,Corporate Communications,R,"Arts, entertainment and recreation ",Performing Arts,2.50E-04
2017,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Events Services,2.40E-04
2017,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Graphic Design,2.10E-04
2017,Business Skills,Corporate Communications,C,Manufacturing,Chemicals,2.00E-04
2017,Business Skills,Corporate Communications,C,Manufacturing,Aviation & Aerospace,1.90E-04
2017,Business Skills,Corporate Communications,C,Manufacturing,Food Production,1.90E-04
2017,Business Skills,Corporate Communications,R,"Arts, entertainment and recreation ",Music,1.80E-04
2017,Business Skills,Corporate Communications,J,Information and communication,Computer Software,1.70E-04
2017,Business Skills,Corporate Communications,C,Manufacturing,Electrical & Electronic Manufacturing,1.40E-04
2017,Business Skills,Corporate Communications,C,Manufacturing,Renewables & Environment,1.10E-04
2017,Business Skills,Corporate Communications,M,Professional scientific and technical activities,Professional Training & Coaching,1.00E-04
2017,Business Skills,Customer Experience,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.00995
2017,Business Skills,Customer Experience,C,Manufacturing,Automotive,0.00959
2017,Business Skills,Customer Experience,J,Information and communication,Telecommunications,0.00648
2017,Business Skills,Customer Experience,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.00417
2017,Business Skills,Customer Experience,K,Financial and insurance activities,Insurance,0.00213
2017,Business Skills,Customer Experience,J,Information and communication,Internet,0.00178
2017,Business Skills,Customer Experience,M,Professional scientific and technical activities,Market Research,0.00155
2017,Business Skills,Customer Experience,K,Financial and insurance activities,Financial Services,0.00142
2017,Business Skills,Customer Experience,J,Information and communication,Computer Software,0.00126
2017,Business Skills,Customer Experience,J,Information and communication,Information Technology & Services,0.00123
2017,Business Skills,Customer Experience,K,Financial and insurance activities,Banking,0.0012
2017,Business Skills,Customer Experience,M,Professional scientific and technical activities,Information Services,0.00112
2017,Business Skills,Customer Experience,R,"Arts, entertainment and recreation ",Entertainment,9.40E-04
2017,Business Skills,Customer Experience,M,Professional scientific and technical activities,Executive Office,8.30E-04
2017,Business Skills,Customer Experience,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",6.80E-04
2017,Business Skills,Customer Experience,C,Manufacturing,Machinery,6.30E-04
2017,Business Skills,Customer Experience,M,Professional scientific and technical activities,Marketing & Advertising,5.80E-04
2017,Business Skills,Customer Experience,C,Manufacturing,Textiles,4.70E-04
2017,Business Skills,Customer Experience,M,Professional scientific and technical activities,Veterinary,4.50E-04
2017,Business Skills,Customer Experience,C,Manufacturing,Food Production,3.10E-04
2017,Business Skills,Customer Experience,J,Information and communication,Computer Games,3.00E-04
2017,Business Skills,Customer Experience,M,Professional scientific and technical activities,Environmental Services,2.90E-04
2017,Business Skills,Customer Experience,C,Manufacturing,Electrical & Electronic Manufacturing,2.80E-04
2017,Business Skills,Customer Experience,C,Manufacturing,Chemicals,2.70E-04
2017,Business Skills,Customer Experience,C,Manufacturing,Printing,2.20E-04
2017,Business Skills,Customer Experience,C,Manufacturing,Packaging & Containers,2.10E-04
2017,Business Skills,Customer Experience,M,Professional scientific and technical activities,Accounting,2.00E-04
2017,Business Skills,Customer Experience,R,"Arts, entertainment and recreation ",Sports,1.70E-04
2017,Business Skills,Customer Experience,M,Professional scientific and technical activities,Management Consulting,1.00E-04
2017,Business Skills,Customer Experience,J,Information and communication,Broadcast Media,1.00E-04
2017,Business Skills,Debt Collection,M,Professional scientific and technical activities,Legal Services,4.40E-04
2017,Business Skills,Debt Collection,K,Financial and insurance activities,Financial Services,3.00E-04
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Marketing & Advertising,0.06004
2017,Business Skills,Digital Marketing,J,Information and communication,Online Media,0.04399
2017,Business Skills,Digital Marketing,J,Information and communication,Internet,0.03519
2017,Business Skills,Digital Marketing,J,Information and communication,Publishing,0.02727
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Public Relations & Communications,0.02655
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Market Research,0.0199
2017,Business Skills,Digital Marketing,J,Information and communication,Media Production,0.01767
2017,Business Skills,Digital Marketing,J,Information and communication,Broadcast Media,0.01609
2017,Business Skills,Digital Marketing,J,Information and communication,Writing & Editing,0.01609
2017,Business Skills,Digital Marketing,R,"Arts, entertainment and recreation ",Music,0.01504
2017,Business Skills,Digital Marketing,J,Information and communication,Newspapers,0.0145
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Events Services,0.01424
2017,Business Skills,Digital Marketing,R,"Arts, entertainment and recreation ",Entertainment,0.01343
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Photography,0.01065
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Graphic Design,0.01011
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Information Services,0.00942
2017,Business Skills,Digital Marketing,J,Information and communication,Computer Software,0.00877
2017,Business Skills,Digital Marketing,R,"Arts, entertainment and recreation ",Sports,0.00849
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Design,0.00845
2017,Business Skills,Digital Marketing,J,Information and communication,Information Technology & Services,0.00664
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Management Consulting,0.0056
2017,Business Skills,Digital Marketing,R,"Arts, entertainment and recreation ",Performing Arts,0.00544
2017,Business Skills,Digital Marketing,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.00527
2017,Business Skills,Digital Marketing,C,Manufacturing,Printing,0.00524
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Professional Training & Coaching,0.0052
2017,Business Skills,Digital Marketing,J,Information and communication,Computer Games,0.00456
2017,Business Skills,Digital Marketing,J,Information and communication,Motion Pictures & Film,0.00445
2017,Business Skills,Digital Marketing,J,Information and communication,Computer Networking,0.00432
2017,Business Skills,Digital Marketing,R,"Arts, entertainment and recreation ",Animation,0.00403
2017,Business Skills,Digital Marketing,R,"Arts, entertainment and recreation ",Arts & Crafts,0.00357
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.00341
2017,Business Skills,Digital Marketing,R,"Arts, entertainment and recreation ",Museums & Institutions,0.00272
2017,Business Skills,Digital Marketing,J,Information and communication,Telecommunications,0.00267
2017,Business Skills,Digital Marketing,C,Manufacturing,Automotive,0.00261
2017,Business Skills,Digital Marketing,K,Financial and insurance activities,Venture Capital & Private Equity,0.00261
2017,Business Skills,Digital Marketing,K,Financial and insurance activities,Financial Services,0.00261
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Executive Office,0.00249
2017,Business Skills,Digital Marketing,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.00243
2017,Business Skills,Digital Marketing,J,Information and communication,Computer & Network Security,0.00239
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Legal Services,0.00221
2017,Business Skills,Digital Marketing,C,Manufacturing,Food Production,0.00218
2017,Business Skills,Digital Marketing,J,Information and communication,Computer Hardware,0.00205
2017,Business Skills,Digital Marketing,C,Manufacturing,Textiles,0.00203
2017,Business Skills,Digital Marketing,K,Financial and insurance activities,Insurance,0.00178
2017,Business Skills,Digital Marketing,C,Manufacturing,Electrical & Electronic Manufacturing,0.00176
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Law Practice,0.00174
2017,Business Skills,Digital Marketing,K,Financial and insurance activities,Investment Management,0.00169
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Accounting,0.00154
2017,Business Skills,Digital Marketing,C,Manufacturing,Machinery,0.0014
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.00129
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Environmental Services,0.00128
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Architecture & Planning,0.00127
2017,Business Skills,Digital Marketing,K,Financial and insurance activities,Banking,0.00126
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Biotechnology,0.00121
2017,Business Skills,Digital Marketing,C,Manufacturing,Renewables & Environment,0.00117
2017,Business Skills,Digital Marketing,C,Manufacturing,Packaging & Containers,0.00103
2017,Business Skills,Digital Marketing,R,"Arts, entertainment and recreation ",Fine Art,9.90E-04
2017,Business Skills,Digital Marketing,C,Manufacturing,Pharmaceuticals,9.70E-04
2017,Business Skills,Digital Marketing,C,Manufacturing,Chemicals,9.40E-04
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Research,0.00093
2017,Business Skills,Digital Marketing,C,Manufacturing,Industrial Automation,8.10E-04
2017,Business Skills,Digital Marketing,B,Mining and quarrying,Oil & Energy,4.60E-04
2017,Business Skills,Digital Marketing,M,Professional scientific and technical activities,Translation & Localization,3.50E-04
2017,Business Skills,Digital Marketing,C,Manufacturing,Plastics,2.20E-04
2017,Business Skills,Digital Marketing,B,Mining and quarrying,Mining & Metals,1.60E-04
2017,Business Skills,Economics,M,Professional scientific and technical activities,Research,0.00122
2017,Business Skills,Economics,K,Financial and insurance activities,Banking,6.30E-04
2017,Business Skills,Economics,K,Financial and insurance activities,Investment Banking,5.50E-04
2017,Business Skills,Economics,K,Financial and insurance activities,Investment Management,3.80E-04
2017,Business Skills,Economics,K,Financial and insurance activities,Financial Services,3.40E-04
2017,Business Skills,Economics,M,Professional scientific and technical activities,Management Consulting,3.00E-04
2017,Business Skills,Economics,B,Mining and quarrying,Oil & Energy,1.10E-04
2017,Business Skills,Employee Learning & Development,M,Professional scientific and technical activities,Professional Training & Coaching,0.02962
